text,author,likes,video_title,video_id,published_at,source,sentiment_score,sentiment_category
"Hiperactina, desde que conozco tus videos no me despegos de ellos, estoy haciendo la carrera de Licenciatura en Enfermería y gracias a tu canal he aprendido muchas cosas. Gracias!",@andrearodriguezmorales2311,76,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-07T18:43:31Z,youtube,-0.3595,negative
1:04 ✨cosorro✨,@samuelr007ruiz9,6,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2024-01-30T18:57:24Z,youtube,0.0,neutral
Tema super interesante para quienes vivimos en Argentina siendo que este analgésico es el mas consumido en el país. Gracias como siempre Hiperactina a vos y a tu equipo por otro video. Genia!,@NandoAFranco,62,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-07T17:49:12Z,youtube,0.636,positive
"Este canal es espectacular, más personas deberían venir a verlo.",@BryanCruz2000,9,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-07T22:44:34Z,youtube,0.0,neutral
"osea, un grupo de gente random, juntó cosas random, lo probaron, vieron que tenia buenos resultados sin tener ni idea del porque y dijeron: ""bueno, a ganar dinero""",@CIaudiator,5,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-08T11:12:28Z,youtube,-0.5574,negative
"- El paracetamol es un medicamento completamente seguro
Dos doritos después
- En realidad no tenemos ni idea de cómo funciona el paracetamol",@acmkti,7,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-10T13:55:23Z,youtube,-0.296,neutral
Justo estoy tomando Paracetamol porque me siento medio resfriado. Y me viene de 10 el video para refrescar la memoria y saber cómo actúa este medicamento. Gracias Hiperactina! ☺,@cesarolatte7232,18,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-08T01:59:26Z,youtube,0.0,neutral
"Qué gusto da escucharte !! Cómo vocalizas, cómo nos explicas de forma que los legos en la materia casi podamos entender la complejidad que nos muestras. Muchas gracias.",@Presea00,5,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-17T00:58:10Z,youtube,0.0,neutral
"Desde que descubrí éste canal, no dejo de ver tus vídeos
Eres una crack!!!! Te felicito!!!
Más vídeos así porfa!!!!",@misleidyvarela3905,4,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-13T12:44:38Z,youtube,-0.5216,negative
Hola buenas noches. E visto algunos videos tuyos y me parece tan bonito y a la vez tan fácil de la manera que explicas. Es emocionante escucharte y verte a la misma vez.  Pero lo más lindo es tu belleza tu sonrisa cautivadora. Que muestras en tus videos.,@GerardoGonzalez-lz2dc,2,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2024-01-19T02:09:44Z,youtube,0.0,neutral
Eres un sol y tú material es de lo más didáctico. Gracias por dilucidar muchas cosas. Un saludo y un abrazo 🫂 ❤,@Francisco-1133,5,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-08T00:14:53Z,youtube,0.0,neutral
Dios ojalá todos los canales de divulgación explicaran tan bien todo. Gracias,@Lunarv-ji4lk,6,Así actúa el PARACETAMOL en el CUERPO,tQhgpPg4Z4U,2023-12-07T21:19:05Z,youtube,0.0,neutral
Vídeo completo sobre remédios que atacam o fígado 👉 https://youtu.be/UPRbGcW0PsY,@olaciencia,14,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-26T07:20:47Z,youtube,0.0,neutral
"o nome dele diz tudo, ""para, cê ta mal""",@NauTilta,37,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-28T19:08:11Z,youtube,0.0,neutral
Fala sobre a relação dos AINEs com o coração também.,@erismd,18,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T03:07:57Z,youtube,0.0,neutral
Quando eu tinhas uns 15 anos tive uma gripe muito forte e pra passar as dores de cabeça e febre tomei vários comprimidos de paracetamol em pouco tempo. Quando fui ao médico e realizei exames ele disse que eu estava iniciando um quadro de hepatite medicamentosa. Fiquei fazendo do exames em dias alternados até normalizar os valores das enzimas do fígado e nunca mais tomei algo com paracetamol,@kellyness111,14,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-01T21:53:34Z,youtube,0.0,neutral
"Quem tem alergia a outros tipos de medicamentos, como a Dipirona, sabe que tem poucas escolhas para remédios. Fazendo mal ou não, é uma das poucas saidas para os alérgicos.",@kaleldirector,3,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-04-14T10:00:51Z,youtube,0.0,neutral
"Muito bom Deus vídeos, só coisas interessantes e educativas.Parabéns!",@Nika-xn3zg,2,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T15:27:53Z,youtube,0.0,neutral
"e é exatamente por isso que a dose máxima diária é de 4g, não passe desse valor e dificilmente você terá uma insuficiência hepática por causa dele",@ferpimentel,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-11-07T03:08:14Z,youtube,0.0,neutral
Para cê ta mol é como é conhecido o sildenafil lá em Portugal.,@bothropslularapius4119,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T08:12:42Z,youtube,0.0,neutral
Gratidão muito bom este vídeo 👏🏻👏🏻,@soniabernardo5935,0,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-08-28T03:13:55Z,youtube,0.0,neutral
"Faz um vídeo sobre o ""Ark Drops"", produto da empresa Ark Of Sweden, chamam de booster natural e as reações das pessoas que tomam são impressionantes.",@lucascavichon8776,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T13:49:12Z,youtube,0.3612,positive
"Calma galera. Faz mal sim. Mas 7,5g são 10 comprimidos de 750mg a cada 8h.. mta coisa e quase ninguém faz esse tipo de uso..",@2323felixfelix,6,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T14:51:46Z,youtube,0.0,neutral
"Eu não tomo remédio mesmo quando eu estou muito doente por conta dessas coisas... Eu até pesquiso os efeitos colaterais dos remédios, mas mesmo quando vejo que os efeitos colaterais são mínimos, prefiro deixar meu corpo resolver sozinho. 

É exagero da minha parte?

Obs: Eu tomo todas as vacinas recomendas. Só não tomo remédios para passar mais rápido sintomas passageiros, como Gripe, Febre, Tosse e Etc.",@Gonan_one,5,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-01T01:06:56Z,youtube,0.1779,neutral
Fale da N-acetilcisteina após tratamento com paracetamol,@naiaraoliveira3816,3,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-27T20:58:56Z,youtube,0.0,neutral
"Eu, particularmente, quase não receito paracetamol, somente em caso de alergia a dipirona e outros AINE’s",@felipegsmarin,3,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-03T13:29:05Z,youtube,0.0,neutral
Abri minha barriga até para vê se ele tá de boa. Graças a Deus ele disse que tá tudo certo,@adrianmarcos5259,3,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-28T14:47:00Z,youtube,0.0,neutral
Pois eu irei de base em breve,@StrawberryJujube,0,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-26T20:48:26Z,youtube,0.0,neutral
Boaaa Lucas...🙌,@pedrofb925,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-02-27T23:34:59Z,youtube,0.0,neutral
Se tem Dani Molo tem like,@victor.x7s,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-01T01:41:38Z,youtube,0.3612,positive
"Sendo justa, 7,5g em 8 horas é *bastante* paracetamol...",@especialistaemnada718,1,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-09-01T16:55:13Z,youtube,0.0,neutral
"Mas o problema é... Política influi na ciência, mas não deveria ser cegando pesquisadores e consumidores.",@keyllaalves2334,0,Como o PARACETAMOL e outros remédios ATACAM o FÍGADO,7hXKTOksyr4,2023-03-06T09:42:03Z,youtube,0.0,neutral
Dat wist ik allang ;) maar fijn dat iemand met verstand ervan dat bevestigt :),@JannekeBruines,13,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-11T18:53:17Z,youtube,0.5994,positive
Mooi dat dit nu bekend is. Hopelijk kijken mensen dan niet meer zo gek naar je als je zegt dat paracetamol niks voor je doet.,@Merope4ever,5,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-12T11:23:23Z,youtube,0.0,neutral
Helpt dit ook met jeuk?,@JeffBilkins,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-12T10:26:58Z,youtube,0.0,neutral
Paracetamol werkt ook voor geen meter,@lanaveninga7300,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-13T10:13:43Z,youtube,0.0,neutral
Hee Bertho Nieboer! Deze gyneacoloog ken ik! En anders had ik m ook wel geloofd op zn blonde ogen en blauw haar 😂,@Optimistforreal,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-14T21:59:59Z,youtube,0.0,neutral
Als ik 2 paracetamol neem bij de eerste pijn werkt dat echt wel hoor.,@MelenLies,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-12T06:08:07Z,youtube,0.0,neutral
Huh? Een huisarts die NIET 'neem maar een paracetamolletje en kijk het even aan' zegt?? 😂 Moet wel AI video zijn,@EssoMedia-o6c7r,3,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-11T23:24:57Z,youtube,-0.6641,negative
Vitamine D is de oplossing voor de pijn,@yasnayav,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-11T19:30:50Z,youtube,0.0,neutral
Bepaal ik lekker zelf wel,@hitsenclips4kids,0,paracetamol helpt niet bij menstruatiepijn,X3atSvWAU28,2025-09-12T21:41:39Z,youtube,0.0,neutral
"Salmo 36:7 – O amor de Deus é inabalável.
O Senhor é Maravilhoso, gostaria que mais pessoas pudessem conhecê-lo verdadeiramente também ❤",@ncdhvjbjcvjhcj2106,1,Paracetamol é bomba pro fígado? #paracemol #figado,0fprZm1cDls,2025-10-28T02:16:28Z,youtube,0.6124,positive
Óia! Vai direto pro primeiro módulo da minha disciplina! Haha,@mauriciohmello,2,Paracetamol é bomba pro fígado? #paracemol #figado,0fprZm1cDls,2025-10-27T22:07:12Z,youtube,0.555,positive
"Ou quando vc não tem substrato pra formação de glutationa, por isso tomar nac ajuda",@RCizar,0,Paracetamol é bomba pro fígado? #paracemol #figado,0fprZm1cDls,2025-10-28T00:22:29Z,youtube,0.0,neutral
Cảm ơn bs,@vohungthanhtheo8079,0,Sử Dụng Paracetamol Kéo Dài Làm Tăng Nguy Cơ Đột Quỵ | SKĐS #shorts,JiZ3p2sMfCg,2024-03-10T13:45:39Z,youtube,0.0,neutral
Mình ở vn cây lá thức ăn thay thế thuốc tây rất nhiều,@VũMinhPhương-v8m,0,Sử Dụng Paracetamol Kéo Dài Làm Tăng Nguy Cơ Đột Quỵ | SKĐS #shorts,JiZ3p2sMfCg,2024-03-10T15:33:27Z,youtube,0.0,neutral
There are those who take it like candy!,@MrG-d7e,1,The Dark Side of Paracetamol / Acetaminophen,dWA0ZaDXzuo,2025-11-02T11:32:33Z,youtube,0.4199,positive
Bastante atenção nas explicações deste professor. HIPER COMPETENTE! 👏🏾👏🏾👏🏾,@clovisbarbosa4806,10,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-01-23T13:22:54Z,youtube,0.0,neutral
Tá pra nascer um mestre igual em relacao a farmacologia,@silvanadeoliveiracosta7387,24,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2023-01-25T12:09:53Z,youtube,0.0,neutral
Ele passa tanta informação importante! Um grande estudioso!! Nos ajuda mais do que alguns médicos! 👏👏,@denisenascimento6337,9,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-07-17T02:21:06Z,youtube,0.0,neutral
É o Homem mais sábio que eu já vi,@gloriamagalypaiva8724,3,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-01-10T17:11:09Z,youtube,0.0,neutral
Aprendi muito com os vídeos deste fantástico professor. Parabéns.,@izagary,3,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-07-14T00:14:38Z,youtube,0.0,neutral
Eu bebo e fumo Daiane de Salvador Bahia,@DaianeSantos-k1x,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2025-05-23T13:05:44Z,youtube,0.0,neutral
Fala isso pra quem ficou com o figado fudido usando paracetamol,@tatiferreira7024,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2025-01-10T12:18:51Z,youtube,0.0,neutral
Uma coisa que eu acho estranha que o pediatra passa para as crianças.,@marinadagloria5473,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-12-03T13:00:50Z,youtube,0.0,neutral
A dose tóxica do Paracetamol Não é fixa.... Maior causa de falência hepática nós EUA: Paracetamol. ( Em dose terapeuta),@danielmatos9,2,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-04-07T20:49:45Z,youtube,0.0,neutral
"Eu tenho pavor de paracetamol, não uso mesmo.",@marinadagloria5473,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-12-03T12:59:01Z,youtube,0.0,neutral
E a dipirona 500mg 40 gotas  2x ao dia p idosos? Obrigada,@gladispiresdacruz8338,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-02-17T01:51:35Z,youtube,0.0,neutral
Que professor perfeito,@joycekellelima6505,0,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-05-06T03:00:27Z,youtube,0.0,neutral
Qual curso fazer para saber tudo isso?,@Paula-vs2gh,0,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2024-08-12T22:47:13Z,youtube,0.0,neutral
E o dipirona 💊 e melhor não???,@mercadomagazinvendas4605,1,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2023-06-04T14:27:38Z,youtube,0.0,neutral
"Professor, ele é cumulativo?",@iaratakara8693,3,Paracetamol não é hepatotóxico.  #paracetamol #medicamentos #interacoesmedicamentosas #farmacologia,v0hWbjH0NTs,2023-01-26T22:25:47Z,youtube,0.0,neutral
"Eu tenho 73 anos,e não conheci nenhum médico até essa data que explique tão bem igual vc,dr Roberto Yano.Deus te abençoe grandemente sempre.😊😊",@heliaalmeida534,48,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-05-15T22:10:41Z,youtube,0.0,neutral
"BOA NOITE....MINHA EXPERIÊNCIA CO M "" PARACETAMOL"".... É LONGA E MUITO SÉRIA...POR ISSO NÃO VOU CONTAR TUDO ....POR UM "" VACILO"" MEU QUASE MORRI....(literalmente falando...senti o gosto da morte)..... EU SOFRI UM GRAVE ACIDENTE...EM ""1998"".... ESSE DE "" 750 MG""...EU LESIONEI O PESCOÇO....QUEBREI QUATRO VÉRTEBRAS....E FIQUEI COM RESTRIÇÕES DE MOVIMENTAÇÃO E SEMPRE TENHO MUITA DOR MUSCULAR... PRINCIPALMENTE NO PESCOÇO.... AÍ UM DIA EU ESTAVA COM TANTA DOR....QUE PRÁ ME VER LIVRE DISSO....MANDEI "" DOIS "" COMPRIMIDOS DE UMA SÓ VEZ PRÁ DENTRO...MORAL DA HISTÓRIA...VIROU ""1500"" mg NÉ???? DAÍ QUANDO O MEDICAMENTO FEZ EFEITO...SENTI UM MAL ESTAR TÃO GRANDE QUE NAQUELE MOMENTO DEI UM GRITO BEM ALTO...POIS EU ESTAVA EM "" TRANSITO"" DIRIGINDO.... SÓ GRITEI O NOME DE DEUS....E DISSE "" SENHOR... NÃO ME DEIXE MORRER AQUI"".... FOI TERRÍVEL...HJ EM DIA AINDA UTILIZO...MAS COM MUITA CAUTELA... SÓ USO EM CASO DE EXTREMA DOR MUSCULAR...."" UM"".... APENAS UM....DE OITO....EM OITO HORAS.... SÓ NÃO MORRI PELA MISERICÓRDIA DE DEUS NÉ....ISSO E SÉRIO.....",@wedersongoncalves5547,12,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-05-15T23:52:43Z,youtube,-0.8034,negative
COMPARTILHEM MEUS AMIGOS!!!,@dr_yano,35,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-05-15T21:02:11Z,youtube,0.0,neutral
"Com Certeza Dr. Roberto , sempre juntos , Deus Te Abençoe Grandemente 🙌",@Zezedetudoumpouco,0,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2025-11-07T18:40:03Z,youtube,0.0,neutral
"Dá pra perceber que o dr Roberto Yano é um excelente médico, explica tudo muito bem. 
Que Deus continue te abençoando e iluminando a sua vida dr Roberto Yano. Parabéns pelo excelente trabalho. ❤",@marlenepintomoncao9364,6,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-05-16T23:08:31Z,youtube,0.0,neutral
"Boa tarde. Obrigado valeu pela explicação martigado e diluído  vc é o melhor vc E grande 
Muitas pessoas vam  te seguir com fé em Deus.  Deus é Maravilhoso.🙏 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌",@ralmundoduartedebritobri-tc6is,3,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2024-02-10T15:08:09Z,youtube,0.0,neutral
José Abelardo de feira de Santana bahhaia,@Abelardo-d2r,1,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2025-10-13T03:24:37Z,youtube,0.0,neutral
"Eu mim chamo Sônia  e tenho  diabetes, a minha diabetes começou depois  que estive  corona vírus em 2020 e quando também  perdi  meu pai com em 2 de setembro  e passei  mal pela perca dele, no hospital  descobri  a diabetes  que estava 533, fui direto  p/ insulina, agora  em janeiro dia 2 de 2023 cai e quebrei  o pulso e dila p/cá  a minha glicemia só é  alta muito alta mais ontem  dia 22 de novembro eu com muita dor no pulso tomei  o paracetamol no começo da noite e    umas duas horas depois  comecei a ficar  tonta médi  e deu118 foi a menor  bacha de glicemia   que eu já  tive. Será que foi o paracetamol.😮😊",@SoniaLima-lx9wb,2,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-11-23T15:20:24Z,youtube,-0.6808,negative
"Boa noite  Dr. Yano. 
Excelente  médico  cardiologista.",@neusaoyama3818,9,EFEITOS DO PARACETAMOL QUE TODOS PRECISAM CONHECER!,I2REj06Cl-I,2023-05-15T22:15:03Z,youtube,0.0,neutral
